1024	2048	1024	0	1024	512	2048	0	512	2048	0	256	512	512	256	512	512	256	256	256	2048	512	2048	256	0	1024	1024	0	256	0	2048	512	2048	256	256	1024	512	256	2048	256	256	512	0	0	1024	2048	512	512	2048	0	512	2048	2048	2048	2048	256	256	2048	512	256	1024	0	2048	512	2048	0	0	512	1024	256	2048	2048	2048	512	0	0	1024	512	256	2048	256	256	1024	256	2048	512	512	1024	256	2048	256	2048	256	2048	512	512	2048	512	2048	256	512	256	0	1024	0	2048	0	0	1024	512	256	512	1024	512	256	2048	0	0	256	256	256	0	256	0	0	1024	512	1024
2048	512	1024	512	0	0	256	0	1024	512	0	2048	2048	1024	2048	2048	512	1024	2048	0	2048	0	0	512	0	0	512	0	0	256	256	2048	1024	0	0	1024	2048	256	0	256	2048	0	1024	0	256	256	256	1024	2048	2048	0	256	512	1024	0	2048	0	1024	256	256	512	1024	2048	2048	512	256	256	256	256	512	1024	0	0	256	0	2048	256	2048	0	2048	512	2048	2048	1024	2048	1024	2048	1024	2048	1024	256	2048	256	512	256	256	512	2048	0	512	2048	0	256	0	2048	2048	2048	2048	1024	0	1024	1024	0	256	1024	2048	512	256	256	0	256	0	2048	256	1024	0	512	2048
256	512	1024	512	2048	1024	0	2048	512	512	0	512	256	256	0	2048	0	1024	2048	256	0	2048	256	2048	1024	256	2048	1024	0	0	512	1024	2048	256	512	2048	256	0	1024	512	0	512	2048	256	2048	0	2048	256	2048	1024	512	0	1024	2048	2048	256	2048	0	256	256	256	1024	256	2048	1024	0	1024	512	1024	512	0	1024	2048	0	0	256	2048	0	0	0	512	2048	0	1024	0	256	2048	1024	1024	512	0	2048	0	1024	2048	0	256	2048	2048	0	2048	2048	2048	512	512	0	1024	0	1024	0	1024	0	2048	0	1024	1024	2048	1024	0	256	512	0	2048	512	256	256	1024	1024
256	1024	512	256	256	0	2048	256	256	256	1024	2048	256	2048	2048	0	1024	2048	2048	0	256	2048	1024	1024	2048	0	512	256	256	1024	0	0	0	2048	256	2048	0	1024	256	256	512	512	512	2048	512	2048	512	512	256	2048	1024	512	256	512	0	0	1024	0	512	256	256	512	2048	2048	2048	2048	0	0	512	1024	1024	2048	0	512	512	0	512	0	0	256	256	256	512	0	256	0	2048	0	1024	1024	256	256	512	0	256	256	256	0	256	256	256	1024	2048	512	512	2048	512	2048	512	0	1024	2048	1024	2048	2048	1024	1024	2048	1024	256	256	2048	256	512	256	0	2048	0
256	0	0	256	1024	512	512	256	0	1024	2048	256	0	0	1024	1024	2048	512	1024	512	1024	2048	256	0	256	512	1024	1024	256	2048	256	0	0	0	1024	256	512	2048	512	1024	256	1024	512	256	1024	512	512	512	2048	1024	256	512	512	256	0	1024	0	2048	256	256	256	256	512	1024	0	0	2048	0	256	2048	512	256	0	0	1024	2048	1024	512	0	512	0	1024	2048	512	0	0	512	256	1024	1024	512	256	256	1024	1024	2048	256	2048	256	2048	256	0	512	0	512	512	2048	2048	2048	0	0	1024	1024	1024	2048	0	0	2048	512	512	512	1024	1024	2048	1024	1024	2048	2048
0	512	256	2048	1024	512	2048	512	0	256	256	0	256	512	2048	512	512	2048	0	1024	1024	2048	1024	512	2048	0	2048	1024	256	0	2048	512	0	2048	2048	512	256	0	256	512	512	0	1024	0	2048	256	256	0	512	1024	2048	1024	1024	512	256	1024	1024	0	0	0	1024	2048	512	0	1024	2048	0	0	512	512	1024	256	0	256	1024	1024	2048	0	0	512	1024	512	256	0	512	0	2048	512	256	1024	1024	1024	512	512	0	2048	2048	512	2048	2048	0	256	512	2048	0	2048	512	0	512	512	1024	1024	2048	512	512	0	2048	0	0	2048	1024	256	2048	2048	512	0	256	0
512	1024	256	2048	512	512	2048	256	256	256	0	512	512	1024	2048	512	2048	0	512	2048	0	256	2048	1024	0	1024	256	2048	0	512	512	256	256	0	0	1024	2048	0	2048	0	0	256	0	512	256	2048	0	512	1024	2048	2048	1024	256	256	0	512	0	512	512	2048	2048	256	512	0	0	512	512	256	256	0	256	1024	2048	0	0	512	0	2048	0	2048	256	256	1024	512	1024	0	512	2048	256	512	256	512	512	0	256	1024	2048	1024	2048	2048	2048	2048	256	2048	512	0	2048	0	0	256	1024	256	0	2048	1024	256	256	256	1024	512	0	0	0	256	1024	1024	512	256
1024	512	1024	512	1024	1024	256	2048	0	0	1024	512	256	256	512	512	2048	2048	256	256	2048	2048	256	0	256	512	2048	1024	512	2048	2048	2048	256	2048	0	256	0	1024	0	512	2048	256	512	512	1024	2048	2048	512	0	2048	0	0	2048	512	0	512	2048	0	256	0	2048	0	256	2048	0	512	2048	512	2048	512	512	2048	1024	256	0	512	256	1024	256	2048	512	512	512	2048	512	2048	512	512	512	1024	512	0	0	2048	1024	256	0	0	2048	512	1024	2048	256	0	256	1024	0	256	256	1024	512	512	0	0	256	2048	1024	1024	2048	512	0	2048	512	1024	1024	0	512	2048
1024	1024	0	256	256	0	0	1024	0	256	1024	0	256	0	1024	2048	0	512	256	256	0	512	1024	0	512	1024	2048	0	0	512	0	1024	1024	0	512	0	2048	256	1024	0	256	512	512	512	2048	256	0	256	2048	2048	512	256	0	256	0	2048	512	0	256	0	0	0	1024	2048	2048	1024	256	1024	2048	0	1024	0	512	256	1024	1024	512	512	2048	1024	512	1024	512	1024	1024	0	2048	256	1024	256	256	2048	1024	0	0	1024	256	256	2048	512	0	1024	2048	1024	512	256	256	0	0	0	512	512	2048	256	2048	512	2048	0	256	512	1024	256	2048	0	512	0	1024	1024
2048	256	1024	0	0	0	512	2048	0	2048	256	0	256	2048	512	256	0	512	512	512	0	256	1024	0	2048	2048	2048	0	512	1024	2048	256	0	0	2048	2048	0	512	2048	1024	512	256	512	0	0	1024	512	2048	0	0	1024	512	2048	0	256	0	2048	1024	512	256	256	2048	2048	0	512	512	1024	0	1024	256	512	0	256	256	1024	2048	0	1024	256	256	512	512	256	256	512	0	512	2048	512	1024	1024	0	2048	1024	2048	2048	256	256	256	0	2048	2048	0	256	0	2048	1024	1024	256	0	512	512	0	256	512	2048	2048	2048	0	2048	512	2048	512	0	0	256	256	2048
512	512	0	2048	256	256	2048	1024	2048	512	0	1024	512	1024	256	256	0	2048	512	2048	0	256	1024	512	2048	256	2048	1024	2048	512	1024	2048	0	1024	0	512	2048	0	256	256	1024	256	512	1024	1024	1024	256	2048	0	512	0	256	2048	512	1024	0	1024	2048	0	256	512	0	0	1024	512	2048	0	256	1024	0	0	0	1024	0	2048	512	512	512	1024	0	1024	512	0	256	2048	2048	256	1024	1024	1024	256	1024	1024	512	0	2048	0	512	1024	256	1024	0	512	0	512	512	2048	1024	0	1024	1024	2048	0	512	512	512	2048	1024	0	1024	256	1024	1024	1024	0	0	0	0
2048	0	2048	0	0	1024	0	2048	256	2048	512	256	0	0	0	2048	1024	512	2048	1024	512	0	1024	2048	1024	2048	2048	2048	0	2048	1024	2048	0	256	512	256	512	2048	0	512	0	512	1024	2048	0	1024	1024	2048	1024	2048	2048	256	1024	2048	512	0	0	0	1024	0	512	1024	2048	1024	256	2048	512	512	1024	2048	0	256	256	0	256	0	256	1024	1024	0	0	256	2048	0	256	512	0	2048	2048	512	0	2048	0	1024	0	0	1024	0	1024	1024	512	1024	2048	1024	512	256	0	0	2048	0	1024	512	0	256	1024	256	0	0	512	2048	512	2048	0	256	0	256	1024	512
2048	1024	512	256	256	0	2048	1024	1024	1024	1024	256	1024	1024	256	512	0	0	1024	256	1024	2048	512	0	2048	2048	0	512	0	512	512	512	256	2048	256	256	0	256	0	0	256	1024	256	2048	0	512	256	2048	1024	0	2048	2048	0	1024	2048	256	1024	256	1024	2048	2048	512	2048	512	512	256	256	0	0	0	2048	2048	1024	2048	1024	512	2048	512	0	256	512	2048	2048	1024	256	0	0	512	512	512	1024	256	1024	0	1024	2048	512	1024	256	0	0	2048	256	512	2048	1024	2048	1024	512	0	1024	0	2048	0	1024	2048	256	0	1024	256	2048	256	1024	0	256	512	256	1024
0	256	0	512	1024	2048	512	256	2048	1024	0	1024	2048	512	0	256	0	256	256	2048	1024	512	2048	256	0	2048	512	1024	0	2048	2048	512	1024	1024	256	1024	256	0	512	1024	0	0	2048	1024	0	1024	256	512	0	2048	512	0	512	512	512	512	512	1024	1024	1024	512	512	256	512	1024	2048	512	512	1024	256	512	1024	2048	0	0	512	1024	1024	0	0	2048	256	256	2048	2048	2048	0	512	0	2048	1024	0	512	2048	512	0	256	1024	2048	2048	0	2048	2048	2048	0	512	2048	1024	1024	0	256	1024	2048	2048	512	512	1024	2048	2048	0	1024	0	2048	512	512	256	512	0
0	1024	2048	1024	0	1024	512	256	2048	1024	1024	2048	1024	256	0	0	1024	0	2048	512	512	2048	512	256	256	0	512	1024	2048	256	2048	1024	2048	512	512	2048	0	256	256	2048	256	0	0	256	2048	0	2048	512	1024	2048	512	0	1024	512	1024	2048	0	0	1024	1024	0	1024	0	2048	1024	0	0	256	256	2048	512	0	512	512	0	2048	1024	2048	256	0	2048	2048	2048	0	256	2048	0	2048	0	512	0	0	1024	512	512	512	0	1024	512	256	512	2048	256	1024	1024	2048	1024	256	1024	256	256	2048	1024	512	0	0	256	0	512	512	512	0	1024	256	2048	1024	256	2048
0	512	256	1024	0	256	256	512	2048	512	2048	1024	0	256	512	512	256	512	1024	0	512	256	1024	256	2048	0	2048	256	512	512	256	256	512	512	0	2048	512	256	256	1024	0	0	0	0	1024	0	512	0	2048	256	2048	256	0	256	512	1024	1024	512	512	1024	256	0	2048	0	256	256	256	1024	256	256	256	0	1024	1024	256	2048	256	2048	512	256	1024	2048	1024	2048	2048	1024	256	0	256	256	1024	512	0	256	256	2048	0	512	512	512	1024	512	256	0	1024	0	2048	1024	512	256	256	0	512	2048	2048	2048	1024	256	256	2048	256	512	1024	512	1024	0	2048	0
256	256	256	256	1024	2048	512	256	2048	512	2048	2048	256	1024	512	0	1024	2048	512	0	0	256	2048	1024	0	2048	256	0	0	256	2048	512	1024	1024	256	0	0	256	512	1024	1024	1024	512	0	256	512	256	0	512	0	0	512	0	512	512	512	256	512	256	1024	1024	0	512	256	256	256	512	256	2048	2048	256	512	1024	1024	0	2048	2048	2048	1024	256	1024	2048	2048	2048	0	256	2048	512	256	0	256	0	1024	1024	1024	0	2048	256	256	256	1024	256	512	256	1024	256	2048	1024	256	1024	0	0	1024	512	1024	0	0	512	512	2048	512	256	1024	0	2048	512	256	2048
2048	2048	1024	0	0	512	1024	256	1024	2048	256	2048	2048	256	0	0	0	1024	256	0	0	2048	0	256	1024	1024	512	1024	512	1024	0	256	2048	512	256	256	256	512	256	1024	1024	256	256	512	0	0	0	0	0	1024	0	2048	2048	512	1024	0	2048	1024	2048	1024	256	1024	2048	2048	1024	256	2048	2048	0	0	2048	512	0	0	256	1024	2048	2048	0	512	0	512	2048	256	256	0	0	512	256	0	256	0	1024	0	512	512	2048	256	256	0	0	256	0	0	512	256	0	2048	256	1024	0	256	1024	512	2048	256	256	256	256	2048	1024	512	512	1024	512	256	0	256
